"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","496",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","8",""
"France","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","552",""
"European Union (27 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","552",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","552",""
"Germany (until 1990 former territory of the FRG)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","12",""
"France","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","579",""
"European Union (27 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","579",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","579",""
"Germany (until 1990 former territory of the FRG)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","12",""
"France","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","520",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","520",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","520",""
"Germany (until 1990 former territory of the FRG)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","11",""
"France","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","569",""
"European Union (27 countries)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","569",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","569",""
"Germany (until 1990 former territory of the FRG)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","10",""
"France","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","558",""
"European Union (27 countries)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","558",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","558",""
"Germany (until 1990 former territory of the FRG)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","10",""
"France","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","574",""
"European Union (27 countries)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","574",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","574",""
"Germany (until 1990 former territory of the FRG)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","12",""
"France","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","514",""
"European Union (27 countries)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","514",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","514",""
"Germany (until 1990 former territory of the FRG)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","9",""
"France","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","527",""
"European Union (27 countries)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","527",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","527",""
"Germany (until 1990 former territory of the FRG)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","10",""
"France","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","541",""
"European Union (27 countries)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","541",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","541",""
"Germany (until 1990 former territory of the FRG)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","7",""
"France","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","542",""
"European Union (27 countries)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","542",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","542",""
"Germany (until 1990 former territory of the FRG)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","10",""
"France","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","570",""
"European Union (27 countries)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","570",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","570",""
"Germany (until 1990 former territory of the FRG)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","17",""
"France","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","545",""
"European Union (27 countries)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","545",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","545",""
"Germany (until 1990 former territory of the FRG)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","13",""
"France","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","574",""
"European Union (27 countries)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","574",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","574",""
"Germany (until 1990 former territory of the FRG)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","15",""
"France","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","573",""
"European Union (27 countries)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","573",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","573",""
"Germany (until 1990 former territory of the FRG)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","14",""
"France","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","534",""
"European Union (27 countries)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","534",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","534",""
"Germany (until 1990 former territory of the FRG)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","13",""
"France","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","569",""
"European Union (27 countries)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","569",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","569",""
"Germany (until 1990 former territory of the FRG)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","15",""
"France","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","538",""
"European Union (27 countries)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","538",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","538",""
"Germany (until 1990 former territory of the FRG)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","15",""
"France","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","552",""
"European Union (27 countries)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","552",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","552",""
"Germany (until 1990 former territory of the FRG)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","14",""
"France","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","538",""
"European Union (27 countries)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","538",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","538",""
"Germany (until 1990 former territory of the FRG)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","13",""
"France","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","542",""
"European Union (27 countries)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","542",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","542",""
"Germany (until 1990 former territory of the FRG)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","10",""
"France","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","551",""
"European Union (27 countries)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","551",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","551",""
"Germany (until 1990 former territory of the FRG)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","12",""
"France","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","525",""
"European Union (27 countries)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","525",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","525",""
"Germany (until 1990 former territory of the FRG)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","11",""
"France","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","556",""
"European Union (27 countries)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","556",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","556",""
"Germany (until 1990 former territory of the FRG)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","14",""
"France","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","527",""
"European Union (27 countries)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","527",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","527",""
"Germany (until 1990 former territory of the FRG)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","15",""
"France","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"European Union (28 countries)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","561",""
"European Union (27 countries)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","561",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","561",""
"Germany (until 1990 former territory of the FRG)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","16",""
"France","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Austria","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
"Slovenia","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Geothermal","0",""
