"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Used for pumped storage","3 221",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Used for pumped storage","3 202",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M02","Gigawatt-hour","Electrical energy","Used for pumped storage","2 664",""
"Germany (until 1990 former territory of the FRG)","2015M02","Gigawatt-hour","Electrical energy","Used for pumped storage","628",""
"France","2015M02","Gigawatt-hour","Electrical energy","Used for pumped storage","455",""
"Austria","2015M02","Gigawatt-hour","Electrical energy","Used for pumped storage","387",""
"Slovenia","2015M02","Gigawatt-hour","Electrical energy","Used for pumped storage","28",""
"European Union (28 countries)","2015M03","Gigawatt-hour","Electrical energy","Used for pumped storage","3 577",""
"European Union (27 countries)","2015M03","Gigawatt-hour","Electrical energy","Used for pumped storage","3 548",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M03","Gigawatt-hour","Electrical energy","Used for pumped storage","2 945",""
"Germany (until 1990 former territory of the FRG)","2015M03","Gigawatt-hour","Electrical energy","Used for pumped storage","703",""
"France","2015M03","Gigawatt-hour","Electrical energy","Used for pumped storage","606",""
"Austria","2015M03","Gigawatt-hour","Electrical energy","Used for pumped storage","466",""
"Slovenia","2015M03","Gigawatt-hour","Electrical energy","Used for pumped storage","28",""
"European Union (28 countries)","2015M04","Gigawatt-hour","Electrical energy","Used for pumped storage","3 263",""
"European Union (27 countries)","2015M04","Gigawatt-hour","Electrical energy","Used for pumped storage","3 244",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M04","Gigawatt-hour","Electrical energy","Used for pumped storage","2 744",""
"Germany (until 1990 former territory of the FRG)","2015M04","Gigawatt-hour","Electrical energy","Used for pumped storage","674",""
"France","2015M04","Gigawatt-hour","Electrical energy","Used for pumped storage","545",""
"Austria","2015M04","Gigawatt-hour","Electrical energy","Used for pumped storage","383",""
"Slovenia","2015M04","Gigawatt-hour","Electrical energy","Used for pumped storage","29",""
"European Union (28 countries)","2015M05","Gigawatt-hour","Electrical energy","Used for pumped storage","3 614",""
"European Union (27 countries)","2015M05","Gigawatt-hour","Electrical energy","Used for pumped storage","3 600",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M05","Gigawatt-hour","Electrical energy","Used for pumped storage","3 087",""
"Germany (until 1990 former territory of the FRG)","2015M05","Gigawatt-hour","Electrical energy","Used for pumped storage","699",""
"France","2015M05","Gigawatt-hour","Electrical energy","Used for pumped storage","733",""
"Austria","2015M05","Gigawatt-hour","Electrical energy","Used for pumped storage","478",""
"Slovenia","2015M05","Gigawatt-hour","Electrical energy","Used for pumped storage","29",""
"European Union (28 countries)","2015M06","Gigawatt-hour","Electrical energy","Used for pumped storage","2 888",""
"European Union (27 countries)","2015M06","Gigawatt-hour","Electrical energy","Used for pumped storage","2 879",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M06","Gigawatt-hour","Electrical energy","Used for pumped storage","2 412",""
"Germany (until 1990 former territory of the FRG)","2015M06","Gigawatt-hour","Electrical energy","Used for pumped storage","597",""
"France","2015M06","Gigawatt-hour","Electrical energy","Used for pumped storage","637",""
"Austria","2015M06","Gigawatt-hour","Electrical energy","Used for pumped storage","397",""
"Slovenia","2015M06","Gigawatt-hour","Electrical energy","Used for pumped storage","34",""
"European Union (28 countries)","2015M07","Gigawatt-hour","Electrical energy","Used for pumped storage","2 971",""
"European Union (27 countries)","2015M07","Gigawatt-hour","Electrical energy","Used for pumped storage","2 954",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M07","Gigawatt-hour","Electrical energy","Used for pumped storage","2 459",""
"Germany (until 1990 former territory of the FRG)","2015M07","Gigawatt-hour","Electrical energy","Used for pumped storage","662",""
"France","2015M07","Gigawatt-hour","Electrical energy","Used for pumped storage","518",""
"Austria","2015M07","Gigawatt-hour","Electrical energy","Used for pumped storage","418",""
"Slovenia","2015M07","Gigawatt-hour","Electrical energy","Used for pumped storage","35",""
"European Union (28 countries)","2015M08","Gigawatt-hour","Electrical energy","Used for pumped storage","2 925",""
"European Union (27 countries)","2015M08","Gigawatt-hour","Electrical energy","Used for pumped storage","2 905",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M08","Gigawatt-hour","Electrical energy","Used for pumped storage","2 448",""
"Germany (until 1990 former territory of the FRG)","2015M08","Gigawatt-hour","Electrical energy","Used for pumped storage","612",""
"France","2015M08","Gigawatt-hour","Electrical energy","Used for pumped storage","477",""
"Austria","2015M08","Gigawatt-hour","Electrical energy","Used for pumped storage","371",""
"Slovenia","2015M08","Gigawatt-hour","Electrical energy","Used for pumped storage","31",""
"European Union (28 countries)","2015M09","Gigawatt-hour","Electrical energy","Used for pumped storage","2 903",""
"European Union (27 countries)","2015M09","Gigawatt-hour","Electrical energy","Used for pumped storage","2 885",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M09","Gigawatt-hour","Electrical energy","Used for pumped storage","2 382",""
"Germany (until 1990 former territory of the FRG)","2015M09","Gigawatt-hour","Electrical energy","Used for pumped storage","600",""
"France","2015M09","Gigawatt-hour","Electrical energy","Used for pumped storage","419",""
"Austria","2015M09","Gigawatt-hour","Electrical energy","Used for pumped storage","428",""
"Slovenia","2015M09","Gigawatt-hour","Electrical energy","Used for pumped storage","22",""
"European Union (28 countries)","2015M10","Gigawatt-hour","Electrical energy","Used for pumped storage","3 317",""
"European Union (27 countries)","2015M10","Gigawatt-hour","Electrical energy","Used for pumped storage","3 308",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M10","Gigawatt-hour","Electrical energy","Used for pumped storage","2 691",""
"Germany (until 1990 former territory of the FRG)","2015M10","Gigawatt-hour","Electrical energy","Used for pumped storage","705",""
"France","2015M10","Gigawatt-hour","Electrical energy","Used for pumped storage","436",""
"Austria","2015M10","Gigawatt-hour","Electrical energy","Used for pumped storage","340",""
"Slovenia","2015M10","Gigawatt-hour","Electrical energy","Used for pumped storage","38",""
"European Union (28 countries)","2015M11","Gigawatt-hour","Electrical energy","Used for pumped storage","3 648",""
"European Union (27 countries)","2015M11","Gigawatt-hour","Electrical energy","Used for pumped storage","3 626",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M11","Gigawatt-hour","Electrical energy","Used for pumped storage","2 972",""
"Germany (until 1990 former territory of the FRG)","2015M11","Gigawatt-hour","Electrical energy","Used for pumped storage","702",""
"France","2015M11","Gigawatt-hour","Electrical energy","Used for pumped storage","558",""
"Austria","2015M11","Gigawatt-hour","Electrical energy","Used for pumped storage","469",""
"Slovenia","2015M11","Gigawatt-hour","Electrical energy","Used for pumped storage","37",""
"European Union (28 countries)","2015M12","Gigawatt-hour","Electrical energy","Used for pumped storage","4 195",""
"European Union (27 countries)","2015M12","Gigawatt-hour","Electrical energy","Used for pumped storage","4 168",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M12","Gigawatt-hour","Electrical energy","Used for pumped storage","3 486",""
"Germany (until 1990 former territory of the FRG)","2015M12","Gigawatt-hour","Electrical energy","Used for pumped storage","727",""
"France","2015M12","Gigawatt-hour","Electrical energy","Used for pumped storage","772",""
"Austria","2015M12","Gigawatt-hour","Electrical energy","Used for pumped storage","549",""
"Slovenia","2015M12","Gigawatt-hour","Electrical energy","Used for pumped storage","37",""
"European Union (28 countries)","2016M01","Gigawatt-hour","Electrical energy","Used for pumped storage","4 470",""
"European Union (27 countries)","2016M01","Gigawatt-hour","Electrical energy","Used for pumped storage","4 443",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M01","Gigawatt-hour","Electrical energy","Used for pumped storage","3 721",""
"Germany (until 1990 former territory of the FRG)","2016M01","Gigawatt-hour","Electrical energy","Used for pumped storage","743",""
"France","2016M01","Gigawatt-hour","Electrical energy","Used for pumped storage","778",""
"Austria","2016M01","Gigawatt-hour","Electrical energy","Used for pumped storage","506",""
"Slovenia","2016M01","Gigawatt-hour","Electrical energy","Used for pumped storage","36",""
"European Union (28 countries)","2016M02","Gigawatt-hour","Electrical energy","Used for pumped storage","3 871",""
"European Union (27 countries)","2016M02","Gigawatt-hour","Electrical energy","Used for pumped storage","3 855",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M02","Gigawatt-hour","Electrical energy","Used for pumped storage","3 164",""
"Germany (until 1990 former territory of the FRG)","2016M02","Gigawatt-hour","Electrical energy","Used for pumped storage","612",""
"France","2016M02","Gigawatt-hour","Electrical energy","Used for pumped storage","584",""
"Austria","2016M02","Gigawatt-hour","Electrical energy","Used for pumped storage","413",""
"Slovenia","2016M02","Gigawatt-hour","Electrical energy","Used for pumped storage","36",""
"European Union (28 countries)","2016M03","Gigawatt-hour","Electrical energy","Used for pumped storage","3 463",""
"European Union (27 countries)","2016M03","Gigawatt-hour","Electrical energy","Used for pumped storage","3 446",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M03","Gigawatt-hour","Electrical energy","Used for pumped storage","2 827",""
"Germany (until 1990 former territory of the FRG)","2016M03","Gigawatt-hour","Electrical energy","Used for pumped storage","560",""
"France","2016M03","Gigawatt-hour","Electrical energy","Used for pumped storage","549",""
"Austria","2016M03","Gigawatt-hour","Electrical energy","Used for pumped storage","314",""
"Slovenia","2016M03","Gigawatt-hour","Electrical energy","Used for pumped storage","39",""
"European Union (28 countries)","2016M04","Gigawatt-hour","Electrical energy","Used for pumped storage","3 216",""
"European Union (27 countries)","2016M04","Gigawatt-hour","Electrical energy","Used for pumped storage","3 196",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M04","Gigawatt-hour","Electrical energy","Used for pumped storage","2 638",""
"Germany (until 1990 former territory of the FRG)","2016M04","Gigawatt-hour","Electrical energy","Used for pumped storage","557",""
"France","2016M04","Gigawatt-hour","Electrical energy","Used for pumped storage","403",""
"Austria","2016M04","Gigawatt-hour","Electrical energy","Used for pumped storage","277",""
"Slovenia","2016M04","Gigawatt-hour","Electrical energy","Used for pumped storage","34",""
"European Union (28 countries)","2016M05","Gigawatt-hour","Electrical energy","Used for pumped storage","3 469",""
"European Union (27 countries)","2016M05","Gigawatt-hour","Electrical energy","Used for pumped storage","3 458",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M05","Gigawatt-hour","Electrical energy","Used for pumped storage","2 929",""
"Germany (until 1990 former territory of the FRG)","2016M05","Gigawatt-hour","Electrical energy","Used for pumped storage","618",""
"France","2016M05","Gigawatt-hour","Electrical energy","Used for pumped storage","608",""
"Austria","2016M05","Gigawatt-hour","Electrical energy","Used for pumped storage","374",""
"Slovenia","2016M05","Gigawatt-hour","Electrical energy","Used for pumped storage","19",""
"European Union (28 countries)","2016M06","Gigawatt-hour","Electrical energy","Used for pumped storage","2 445",""
"European Union (27 countries)","2016M06","Gigawatt-hour","Electrical energy","Used for pumped storage","2 414",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M06","Gigawatt-hour","Electrical energy","Used for pumped storage","2 279",""
"Germany (until 1990 former territory of the FRG)","2016M06","Gigawatt-hour","Electrical energy","Used for pumped storage","601",""
"France","2016M06","Gigawatt-hour","Electrical energy","Used for pumped storage","547",""
"Austria","2016M06","Gigawatt-hour","Electrical energy","Used for pumped storage","287",""
"Slovenia","2016M06","Gigawatt-hour","Electrical energy","Used for pumped storage","22",""
"European Union (28 countries)","2016M07","Gigawatt-hour","Electrical energy","Used for pumped storage","2 260",""
"European Union (27 countries)","2016M07","Gigawatt-hour","Electrical energy","Used for pumped storage","2 225",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M07","Gigawatt-hour","Electrical energy","Used for pumped storage","2 021",""
"Germany (until 1990 former territory of the FRG)","2016M07","Gigawatt-hour","Electrical energy","Used for pumped storage","564",""
"France","2016M07","Gigawatt-hour","Electrical energy","Used for pumped storage","463",""
"Austria","2016M07","Gigawatt-hour","Electrical energy","Used for pumped storage","242",""
"Slovenia","2016M07","Gigawatt-hour","Electrical energy","Used for pumped storage","36",""
"European Union (28 countries)","2016M08","Gigawatt-hour","Electrical energy","Used for pumped storage","2 460",""
"European Union (27 countries)","2016M08","Gigawatt-hour","Electrical energy","Used for pumped storage","2 425",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M08","Gigawatt-hour","Electrical energy","Used for pumped storage","2 206",""
"Germany (until 1990 former territory of the FRG)","2016M08","Gigawatt-hour","Electrical energy","Used for pumped storage","554",""
"France","2016M08","Gigawatt-hour","Electrical energy","Used for pumped storage","534",""
"Austria","2016M08","Gigawatt-hour","Electrical energy","Used for pumped storage","337",""
"Slovenia","2016M08","Gigawatt-hour","Electrical energy","Used for pumped storage","34",""
"European Union (28 countries)","2016M09","Gigawatt-hour","Electrical energy","Used for pumped storage","2 393",""
"European Union (27 countries)","2016M09","Gigawatt-hour","Electrical energy","Used for pumped storage","2 374",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M09","Gigawatt-hour","Electrical energy","Used for pumped storage","2 173",""
"Germany (until 1990 former territory of the FRG)","2016M09","Gigawatt-hour","Electrical energy","Used for pumped storage","543",""
"France","2016M09","Gigawatt-hour","Electrical energy","Used for pumped storage","483",""
"Austria","2016M09","Gigawatt-hour","Electrical energy","Used for pumped storage","351",""
"Slovenia","2016M09","Gigawatt-hour","Electrical energy","Used for pumped storage","20",""
"European Union (28 countries)","2016M10","Gigawatt-hour","Electrical energy","Used for pumped storage","3 030",""
"European Union (27 countries)","2016M10","Gigawatt-hour","Electrical energy","Used for pumped storage","3 003",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M10","Gigawatt-hour","Electrical energy","Used for pumped storage","2 763",""
"Germany (until 1990 former territory of the FRG)","2016M10","Gigawatt-hour","Electrical energy","Used for pumped storage","660",""
"France","2016M10","Gigawatt-hour","Electrical energy","Used for pumped storage","602",""
"Austria","2016M10","Gigawatt-hour","Electrical energy","Used for pumped storage","414",""
"Slovenia","2016M10","Gigawatt-hour","Electrical energy","Used for pumped storage","35",""
"European Union (28 countries)","2016M11","Gigawatt-hour","Electrical energy","Used for pumped storage","3 383",""
"European Union (27 countries)","2016M11","Gigawatt-hour","Electrical energy","Used for pumped storage","3 368",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M11","Gigawatt-hour","Electrical energy","Used for pumped storage","3 056",""
"Germany (until 1990 former territory of the FRG)","2016M11","Gigawatt-hour","Electrical energy","Used for pumped storage","706",""
"France","2016M11","Gigawatt-hour","Electrical energy","Used for pumped storage","571",""
"Austria","2016M11","Gigawatt-hour","Electrical energy","Used for pumped storage","486",""
"Slovenia","2016M11","Gigawatt-hour","Electrical energy","Used for pumped storage","34",""
"European Union (28 countries)","2016M12","Gigawatt-hour","Electrical energy","Used for pumped storage","3 438",""
"European Union (27 countries)","2016M12","Gigawatt-hour","Electrical energy","Used for pumped storage","3 402",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M12","Gigawatt-hour","Electrical energy","Used for pumped storage","3 074",""
"Germany (until 1990 former territory of the FRG)","2016M12","Gigawatt-hour","Electrical energy","Used for pumped storage","779",""
"France","2016M12","Gigawatt-hour","Electrical energy","Used for pumped storage","529",""
"Austria","2016M12","Gigawatt-hour","Electrical energy","Used for pumped storage","486",""
"Slovenia","2016M12","Gigawatt-hour","Electrical energy","Used for pumped storage","28",""
