"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 263",""
"France","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","34 467",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","541",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","74 454",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","74 454",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","58 181",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 036",""
"France","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 072",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","525",""
"European Union (28 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","83 206",""
"European Union (27 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","83 206",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 438",""
"Germany (until 1990 former territory of the FRG)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 150",""
"France","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","43 542",""
"Austria","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
"European Union (28 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","87 392",""
"European Union (27 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","87 392",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 831",""
"Germany (until 1990 former territory of the FRG)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 186",""
"France","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","45 734",""
"Austria","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 155",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 155",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","58 609",""
"Germany (until 1990 former territory of the FRG)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 376",""
"France","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","39 146",""
"Austria","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","492",""
"European Union (28 countries)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 905",""
"European Union (27 countries)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 905",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","58 972",""
"Germany (until 1990 former territory of the FRG)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 118",""
"France","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 639",""
"Austria","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","543",""
"European Union (28 countries)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 096",""
"European Union (27 countries)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 096",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","50 819",""
"Germany (until 1990 former territory of the FRG)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 630",""
"France","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 794",""
"Austria","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","176",""
"European Union (28 countries)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","63 435",""
"European Union (27 countries)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","63 435",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","48 913",""
"Germany (until 1990 former territory of the FRG)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 817",""
"France","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","31 982",""
"Austria","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","233",""
"European Union (28 countries)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 147",""
"European Union (27 countries)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 147",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","49 383",""
"Germany (until 1990 former territory of the FRG)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 086",""
"France","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 314",""
"Austria","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","518",""
"European Union (28 countries)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 097",""
"European Union (27 countries)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 097",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 433",""
"Germany (until 1990 former territory of the FRG)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","5 379",""
"France","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","34 999",""
"Austria","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","475",""
"European Union (28 countries)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 086",""
"European Union (27 countries)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 086",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 877",""
"Germany (until 1990 former territory of the FRG)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 464",""
"France","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","33 747",""
"Austria","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","532",""
"European Union (28 countries)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 810",""
"European Union (27 countries)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 810",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","50 240",""
"Germany (until 1990 former territory of the FRG)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 693",""
"France","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 228",""
"Austria","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","522",""
"European Union (28 countries)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 851",""
"European Union (27 countries)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 851",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","53 973",""
"Germany (until 1990 former territory of the FRG)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 054",""
"France","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","36 175",""
"Austria","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","543",""
"European Union (28 countries)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","72 223",""
"European Union (27 countries)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","72 223",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","56 032",""
"Germany (until 1990 former territory of the FRG)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 877",""
"France","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","37 445",""
"Austria","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","526",""
"European Union (28 countries)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","80 542",""
"European Union (27 countries)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","80 542",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","62 608",""
"Germany (until 1990 former territory of the FRG)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 105",""
"France","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","42 224",""
"Austria","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
"European Union (28 countries)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","84 335",""
"European Union (27 countries)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","84 335",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","65 531",""
"Germany (until 1990 former territory of the FRG)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 237",""
"France","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","43 507",""
"Austria","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
"European Union (28 countries)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 508",""
"European Union (27 countries)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 508",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","59 060",""
"Germany (until 1990 former territory of the FRG)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 612",""
"France","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","39 036",""
"Austria","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","510",""
"European Union (28 countries)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","79 802",""
"European Union (27 countries)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","79 802",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","61 083",""
"Germany (until 1990 former territory of the FRG)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 108",""
"France","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 892",""
"Austria","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
"European Union (28 countries)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 975",""
"European Union (27 countries)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 975",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","50 986",""
"Germany (until 1990 former territory of the FRG)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","5 406",""
"France","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 538",""
"Austria","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","525",""
"European Union (28 countries)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","62 242",""
"European Union (27 countries)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","62 242",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","46 594",""
"Germany (until 1990 former territory of the FRG)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","5 138",""
"France","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","31 020",""
"Austria","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","542",""
"European Union (28 countries)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","62 142",""
"European Union (27 countries)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","62 142",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","48 219",""
"Germany (until 1990 former territory of the FRG)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 305",""
"France","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","30 161",""
"Austria","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","521",""
"European Union (28 countries)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","66 655",""
"European Union (27 countries)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","66 655",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","49 790",""
"Germany (until 1990 former territory of the FRG)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 490",""
"France","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","29 850",""
"Austria","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","531",""
"European Union (28 countries)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","65 912",""
"European Union (27 countries)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","65 912",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","49 581",""
"Germany (until 1990 former territory of the FRG)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 403",""
"France","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","28 640",""
"Austria","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","533",""
"European Union (28 countries)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","63 423",""
"European Union (27 countries)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","63 423",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","47 470",""
"Germany (until 1990 former territory of the FRG)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 219",""
"France","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","27 937",""
"Austria","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","515",""
"European Union (28 countries)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","66 019",""
"European Union (27 countries)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","66 019",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","50 060",""
"Germany (until 1990 former territory of the FRG)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 242",""
"France","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","30 556",""
"Austria","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"European Union (28 countries)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","68 614",""
"European Union (27 countries)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","68 614",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 609",""
"Germany (until 1990 former territory of the FRG)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 818",""
"France","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 706",""
"Austria","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","405",""
"European Union (28 countries)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 409",""
"European Union (27 countries)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 409",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","57 599",""
"Germany (until 1990 former territory of the FRG)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 656",""
"France","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 367",""
"Austria","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
