"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"France","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","34 729",""
"Austria","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","224",""
"European Union (28 countries)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 939","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","49 138","p"
"Germany (until 1990 former territory of the FRG)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 113",""
"France","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","30 631",""
"Austria","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","52",""
"European Union (28 countries)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","61 949",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","46 104",""
"Germany (until 1990 former territory of the FRG)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 093",""
"France","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","28 043",""
"Austria","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","519",""
"European Union (28 countries)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 502",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","50 778",""
"Germany (until 1990 former territory of the FRG)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 209",""
"France","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","30 393",""
"Austria","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","530",""
"European Union (28 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","68 972",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 980",""
"Germany (until 1990 former territory of the FRG)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 045",""
"France","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","29 968",""
"Austria","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","525",""
"European Union (28 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","68 756",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","52 390",""
"Germany (until 1990 former territory of the FRG)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 439",""
"France","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","31 765",""
"Austria","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","521",""
"European Union (28 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","72 922",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","55 508",""
"Germany (until 1990 former territory of the FRG)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 006",""
"France","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","34 577",""
"Austria","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","502",""
"European Union (28 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","77 222","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","59 248","p"
"Germany (until 1990 former territory of the FRG)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 122","p"
"France","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 963",""
"Austria","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","524",""
"European Union (28 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear",":",""
"European Union (27 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","82 059",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","62 670",""
"Germany (until 1990 former territory of the FRG)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 912",""
"France","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","41 782",""
"Austria","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
"European Union (28 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","86 696",""
"European Union (27 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","86 696",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","66 036",""
"Germany (until 1990 former territory of the FRG)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 410",""
"France","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","44 317",""
"Austria","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","545",""
"European Union (28 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 273",""
"European Union (27 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","76 273",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","58 369",""
"Germany (until 1990 former territory of the FRG)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 577",""
"France","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 404",""
"Austria","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","430",""
"European Union (28 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","80 015",""
"European Union (27 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","80 015",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","60 777",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 369",""
"France","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 506",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","495",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","69 167",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","69 167",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 137",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 343",""
"France","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","33 055",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","526",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","63 372",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","63 372",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","49 551",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 683",""
"France","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 753",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","543",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 380",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 380",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","49 208",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 967",""
"France","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","30 162",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","521",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 455",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 455",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","52 682",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 515",""
"France","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 380",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","530",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","69 583",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","69 583",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","52 431",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 492",""
"France","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","31 469",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","527",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 114",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 114",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 652",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 163",""
"France","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","31 284",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","520",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 778",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 778",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","54 013",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 693",""
"France","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 718",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","75 602",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","75 602",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","57 257",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 805",""
"France","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","36 336",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","128",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","83 696",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","83 696",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","64 796",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","9 274",""
"France","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","42 300",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","534",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","87 074",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","87 074",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 267",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 905",""
"France","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","44 669",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","544",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","77 061",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","77 061",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","59 693",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 458",""
"France","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","38 094",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","491",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","78 744",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","78 744",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","60 147",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","8 810",""
"France","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","37 468",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","543",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","68 978",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","68 978",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","52 403",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 758",""
"France","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 770",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","525",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","65 434",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","65 434",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 103",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 446",""
"France","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","33 300",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","541",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","65 088",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","65 088",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","49 622",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 073",""
"France","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 546",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","519",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 838",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","70 838",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","53 233",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","6 546",""
"France","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","35 065",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","537",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 134",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 134",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 152",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 778",""
"France","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","32 683",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","537",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 108",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","67 108",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","51 790",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","7 906",""
"France","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","33 512",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","0",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","522",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","71 312",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","71 312",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Nuclear","54 947",""
