"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"Slovenia","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","321",""
"European Union (28 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","121 282",""
"European Union (27 countries)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","121 112",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","79 980",""
"Germany (until 1990 former territory of the FRG)","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","26 060",""
"France","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 193",""
"Austria","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 022",""
"Slovenia","2014M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","318",""
"European Union (28 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","127 775",""
"European Union (27 countries)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","127 523",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","83 114",""
"Germany (until 1990 former territory of the FRG)","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","28 690",""
"France","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 072",""
"Austria","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 333",""
"Slovenia","2014M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","382",""
"European Union (28 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","129 178",""
"European Union (27 countries)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","128 842",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","81 811",""
"Germany (until 1990 former territory of the FRG)","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","29 065",""
"France","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","4 852",""
"Austria","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 534",""
"Slovenia","2014M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","308",""
"European Union (28 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","132 324",""
"European Union (27 countries)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","131 937",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","84 854",""
"Germany (until 1990 former territory of the FRG)","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","27 033",""
"France","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 536",""
"Austria","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 710",""
"Slovenia","2014M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","321",""
"European Union (28 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","138 781",""
"European Union (27 countries)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","138 422",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","89 870",""
"Germany (until 1990 former territory of the FRG)","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","28 345",""
"France","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","6 235",""
"Austria","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 818",""
"Slovenia","2015M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","461",""
"European Union (28 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","130 639",""
"European Union (27 countries)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","130 309",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","84 906",""
"Germany (until 1990 former territory of the FRG)","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","29 733",""
"France","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","6 443",""
"Austria","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 833",""
"Slovenia","2015M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","396",""
"European Union (28 countries)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","128 084",""
"European Union (27 countries)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","127 733",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","82 929",""
"Germany (until 1990 former territory of the FRG)","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","29 267",""
"France","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 175",""
"Austria","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 715",""
"Slovenia","2015M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","429",""
"European Union (28 countries)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","109 396",""
"European Union (27 countries)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","109 052",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","70 082",""
"Germany (until 1990 former territory of the FRG)","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 120",""
"France","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 316",""
"Austria","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 191",""
"Slovenia","2015M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","423",""
"European Union (28 countries)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","98 441",""
"European Union (27 countries)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","98 202",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","62 568",""
"Germany (until 1990 former territory of the FRG)","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","19 674",""
"France","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 324",""
"Austria","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","739",""
"Slovenia","2015M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","293",""
"European Union (28 countries)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 664",""
"European Union (27 countries)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 583",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","69 030",""
"Germany (until 1990 former territory of the FRG)","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","22 722",""
"France","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 305",""
"Austria","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","595",""
"Slovenia","2015M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","374",""
"European Union (28 countries)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","121 889",""
"European Union (27 countries)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","121 588",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","83 461",""
"Germany (until 1990 former territory of the FRG)","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 877",""
"France","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 997",""
"Austria","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","843",""
"Slovenia","2015M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","547",""
"European Union (28 countries)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","113 742",""
"European Union (27 countries)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","113 471",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","75 235",""
"Germany (until 1990 former territory of the FRG)","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 056",""
"France","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 474",""
"Austria","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","850",""
"Slovenia","2015M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","347",""
"European Union (28 countries)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","120 708",""
"European Union (27 countries)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","120 433",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","81 101",""
"Germany (until 1990 former territory of the FRG)","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","26 558",""
"France","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 609",""
"Austria","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 123",""
"Slovenia","2015M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","417",""
"European Union (28 countries)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","134 322",""
"European Union (27 countries)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","133 930",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","89 726",""
"Germany (until 1990 former territory of the FRG)","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","32 083",""
"France","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","4 346",""
"Austria","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 697",""
"Slovenia","2015M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","397",""
"European Union (28 countries)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","129 750",""
"European Union (27 countries)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","129 319",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","85 963",""
"Germany (until 1990 former territory of the FRG)","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","26 898",""
"France","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 788",""
"Austria","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 070",""
"Slovenia","2015M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","449",""
"European Union (28 countries)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","130 819",""
"European Union (27 countries)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","130 430",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","87 823",""
"Germany (until 1990 former territory of the FRG)","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","25 762",""
"France","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 375",""
"Austria","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 088",""
"Slovenia","2015M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","494",""
"European Union (28 countries)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","141 116",""
"European Union (27 countries)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","140 708",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","91 262",""
"Germany (until 1990 former territory of the FRG)","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","30 431",""
"France","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","6 125",""
"Austria","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 101",""
"Slovenia","2016M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","501",""
"European Union (28 countries)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","117 273",""
"European Union (27 countries)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","116 871",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","76 333",""
"Germany (until 1990 former territory of the FRG)","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","25 975",""
"France","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","4 833",""
"Austria","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 726",""
"Slovenia","2016M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","415",""
"European Union (28 countries)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","126 912",""
"European Union (27 countries)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","126 499",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","81 526",""
"Germany (until 1990 former territory of the FRG)","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","28 774",""
"France","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 676",""
"Austria","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 621",""
"Slovenia","2016M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","445",""
"European Union (28 countries)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","107 507",""
"European Union (27 countries)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","107 145",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","67 994",""
"Germany (until 1990 former territory of the FRG)","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 913",""
"France","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 232",""
"Austria","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 151",""
"Slovenia","2016M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","354",""
"European Union (28 countries)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","100 262",""
"European Union (27 countries)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","100 068",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","64 060",""
"Germany (until 1990 former territory of the FRG)","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","22 322",""
"France","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 059",""
"Austria","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","766",""
"Slovenia","2016M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","338",""
"European Union (28 countries)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 887",""
"European Union (27 countries)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 556",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","67 938",""
"Germany (until 1990 former territory of the FRG)","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","23 164",""
"France","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 229",""
"Austria","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","720",""
"Slovenia","2016M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","392",""
"European Union (28 countries)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","112 522",""
"European Union (27 countries)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","112 167",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","75 912",""
"Germany (until 1990 former territory of the FRG)","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","23 029",""
"France","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 743",""
"Austria","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","726",""
"Slovenia","2016M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","542",""
"European Union (28 countries)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","108 942",""
"European Union (27 countries)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","108 586",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","72 680",""
"Germany (until 1990 former territory of the FRG)","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","22 852",""
"France","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 945",""
"Austria","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","665",""
"Slovenia","2016M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","411",""
"European Union (28 countries)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","123 154",""
"European Union (27 countries)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","122 777",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","84 836",""
"Germany (until 1990 former territory of the FRG)","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","26 834",""
"France","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","4 941",""
"Austria","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 043",""
"Slovenia","2016M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","497",""
"European Union (28 countries)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","139 094",""
"European Union (27 countries)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","138 577",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","94 360",""
"Germany (until 1990 former territory of the FRG)","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","29 204",""
"France","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 910",""
"Austria","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 633",""
"Slovenia","2016M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","618",""
"European Union (28 countries)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","147 056",""
"European Union (27 countries)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","146 593",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","98 975",""
"Germany (until 1990 former territory of the FRG)","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","30 052",""
"France","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","8 126",""
"Austria","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 970",""
"Slovenia","2016M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","506",""
"European Union (28 countries)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","152 835",""
"European Union (27 countries)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","152 329",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","103 061",""
"Germany (until 1990 former territory of the FRG)","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","30 179",""
"France","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","8 881",""
"Austria","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 475",""
"Slovenia","2016M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","646",""
