"GEO","TIME","UNIT","PRODUCT","INDIC_NRG","Value","Flag and Footnotes"
"Germany (until 1990 former territory of the FRG)","2012M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","30 289","p"
"France","2012M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","6 300",""
"Austria","2012M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 896",""
"Slovenia","2012M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","510",""
"European Union (28 countries)","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","123 874",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","78 998",""
"Germany (until 1990 former territory of the FRG)","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","28 407",""
"France","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 967",""
"Austria","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 330",""
"Slovenia","2012M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","449",""
"European Union (28 countries)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","115 858","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","72 446","p"
"Germany (until 1990 former territory of the FRG)","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 322",""
"France","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 271",""
"Austria","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","827",""
"Slovenia","2012M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","416",""
"European Union (28 countries)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","118 145",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","77 177",""
"Germany (until 1990 former territory of the FRG)","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 512",""
"France","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 721",""
"Austria","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","885",""
"Slovenia","2012M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","390",""
"European Union (28 countries)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","125 038",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","82 743",""
"Germany (until 1990 former territory of the FRG)","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 819",""
"France","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 842",""
"Austria","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","862",""
"Slovenia","2012M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","468",""
"European Union (28 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","123 809",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","82 222",""
"Germany (until 1990 former territory of the FRG)","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 888",""
"France","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 150",""
"Austria","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 122",""
"Slovenia","2012M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","477",""
"European Union (28 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","122 123",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","80 401",""
"Germany (until 1990 former territory of the FRG)","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","25 494",""
"France","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 035",""
"Austria","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 314",""
"Slovenia","2012M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","472",""
"European Union (28 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","137 075",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","87 690",""
"Germany (until 1990 former territory of the FRG)","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","29 648",""
"France","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","4 038",""
"Austria","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 825",""
"Slovenia","2012M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","527",""
"European Union (28 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","139 697","p"
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","89 604","p"
"Germany (until 1990 former territory of the FRG)","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","31 186","p"
"France","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","6 149",""
"Austria","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 178",""
"Slovenia","2012M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","532",""
"European Union (28 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal",":",""
"European Union (27 countries)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","146 022",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","92 075",""
"Germany (until 1990 former territory of the FRG)","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","29 844",""
"France","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","6 304",""
"Austria","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 338",""
"Slovenia","2012M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","490",""
"European Union (28 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","154 781",""
"European Union (27 countries)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","154 305",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","98 782",""
"Germany (until 1990 former territory of the FRG)","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","33 225",""
"France","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","7 568",""
"Austria","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 444",""
"Slovenia","2013M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","560",""
"European Union (28 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","142 125",""
"European Union (27 countries)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","141 677",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","90 588",""
"Germany (until 1990 former territory of the FRG)","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","31 924",""
"France","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","7 554",""
"Austria","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 937",""
"Slovenia","2013M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","512",""
"European Union (28 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","144 421",""
"European Union (27 countries)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","143 975",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","90 441",""
"Germany (until 1990 former territory of the FRG)","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","32 181",""
"France","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","7 666",""
"Austria","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 785",""
"Slovenia","2013M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","503",""
"European Union (28 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","118 576",""
"European Union (27 countries)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","118 257",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","74 265",""
"Germany (until 1990 former territory of the FRG)","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","28 047",""
"France","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 685",""
"Austria","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 345",""
"Slovenia","2013M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","294",""
"European Union (28 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","108 758",""
"European Union (27 countries)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","108 497",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","66 868",""
"Germany (until 1990 former territory of the FRG)","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 076",""
"France","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 053",""
"Austria","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","791",""
"Slovenia","2013M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","243",""
"European Union (28 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 392",""
"European Union (27 countries)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 121",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","65 381",""
"Germany (until 1990 former territory of the FRG)","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","23 074",""
"France","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 731",""
"Austria","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","617",""
"Slovenia","2013M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","385",""
"European Union (28 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","119 547",""
"European Union (27 countries)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","119 182",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","78 818",""
"Germany (until 1990 former territory of the FRG)","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","25 899",""
"France","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 329",""
"Austria","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","780",""
"Slovenia","2013M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","548",""
"European Union (28 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","115 781",""
"European Union (27 countries)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","115 343",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","75 158",""
"Germany (until 1990 former territory of the FRG)","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 461",""
"France","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 788",""
"Austria","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","940",""
"Slovenia","2013M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","478",""
"European Union (28 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","123 310",""
"European Union (27 countries)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","122 931",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","81 122",""
"Germany (until 1990 former territory of the FRG)","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","26 949",""
"France","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 524",""
"Austria","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 124",""
"Slovenia","2013M09","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","489",""
"European Union (28 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","131 426",""
"European Union (27 countries)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","130 901",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","84 289",""
"Germany (until 1990 former territory of the FRG)","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","28 469",""
"France","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 937",""
"Austria","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 395",""
"Slovenia","2013M10","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","559",""
"European Union (28 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","135 525",""
"European Union (27 countries)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","135 114",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","85 979",""
"Germany (until 1990 former territory of the FRG)","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","30 434",""
"France","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 954",""
"Austria","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 590",""
"Slovenia","2013M11","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","514",""
"European Union (28 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","139 051",""
"European Union (27 countries)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","138 616",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","89 508",""
"Germany (until 1990 former territory of the FRG)","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","27 662",""
"France","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","5 757",""
"Austria","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 713",""
"Slovenia","2013M12","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","549",""
"European Union (28 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","136 218",""
"European Union (27 countries)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","135 845",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","85 210",""
"Germany (until 1990 former territory of the FRG)","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","31 013",""
"France","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","4 377",""
"Austria","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 685",""
"Slovenia","2014M01","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","511",""
"European Union (28 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","116 341",""
"European Union (27 countries)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","116 031",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","71 802",""
"Germany (until 1990 former territory of the FRG)","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","26 658",""
"France","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","3 896",""
"Austria","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 370",""
"Slovenia","2014M02","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","391",""
"European Union (28 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","119 728",""
"European Union (27 countries)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","119 372",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","73 540",""
"Germany (until 1990 former territory of the FRG)","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","27 334",""
"France","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","4 442",""
"Austria","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 162",""
"Slovenia","2014M03","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","424",""
"European Union (28 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","105 952",""
"European Union (27 countries)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","105 633",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","65 602",""
"Germany (until 1990 former territory of the FRG)","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","24 605",""
"France","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","2 435",""
"Austria","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","907",""
"Slovenia","2014M04","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","324",""
"European Union (28 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 643",""
"European Union (27 countries)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","104 364",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","65 031",""
"Germany (until 1990 former territory of the FRG)","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","22 736",""
"France","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 633",""
"Austria","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","831",""
"Slovenia","2014M05","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","382",""
"European Union (28 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","106 095",""
"European Union (27 countries)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","105 839",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","69 439",""
"Germany (until 1990 former territory of the FRG)","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","22 188",""
"France","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 704",""
"Austria","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","730",""
"Slovenia","2014M06","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","348",""
"European Union (28 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","112 332",""
"European Union (27 countries)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","112 069",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","73 408",""
"Germany (until 1990 former territory of the FRG)","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","23 952",""
"France","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 482",""
"Austria","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","750",""
"Slovenia","2014M07","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","354",""
"European Union (28 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","103 778",""
"European Union (27 countries)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","103 505",""
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","66 857",""
"Germany (until 1990 former territory of the FRG)","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","20 358",""
"France","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","1 430",""
"Austria","2014M08","Gigawatt-hour","Electrical energy","Gross electricity generation - Conventional Thermal","719",""
